"Department","Cost","Travel Class","Ticket Single or Return","Airline","Travel Date","Origin ICAO","Origin Name","Origin Municipality","Origin Region","Origin Country","Origin Latitude","Origin Longitude","Destination ICAO","Destination Name","Destination Region","Destination Country","Destination Latitude","Destination Longitude","Distance"
"Orange Department",178.93,"Economy","Return","Easyjet",2011-07-27,"EGGW","London Luton Airport","London","England","United Kingdom",51.874698638916,-0.368333011865616,"EGPE","Inverness Airport","Scotland","United Kingdom",57.5424995422363,-4.0475001335144,673
"Orange Department",179.85,"Economy","Return","KLM",2011-07-27,"EGSH","Norwich International Airport","Norwich","England","United Kingdom",52.6758003235,1.28278005123,"EHAM","Amsterdam Airport Schiphol","Noord-Holland","Netherlands",52.308601,4.76389,239
"Orange Department",190.90,"Economy","Return","British Midland",2011-07-27,"EGPH","Edinburgh Airport","Edinburgh","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,"EGCC","Manchester Airport","England","United Kingdom",53.3536987304688,-2.27495002746582,297
"Orange Department",211.00,"Business","Single","British Airways",2011-07-27,"EGCC","Manchester Airport","Manchester","England","United Kingdom",53.3536987304688,-2.27495002746582,"EGLL","London Heathrow Airport","England","United Kingdom",51.4706,-0.461941,243
"Orange Department",212.90,"Economy","Return","British Airways",2011-07-27,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGCC","Manchester Airport","England","United Kingdom",53.3536987304688,-2.27495002746582,283
"Yellow Department",223.80,"Economy","Single","Ryanair",2011-07-27,"EGGP","Liverpool John Lennon Airport","Liverpool","England","United Kingdom",53.3335990905762,-2.8497200012207,"EIDW","Dublin Airport","County Dublin","Ireland",53.421299,-6.27007,227
"Yellow Department",264.83,"Economy","Return","Flybe",2011-07-27,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGPE","Inverness Airport","Scotland","United Kingdom",57.5424995422363,-4.0475001335144,753
"Orange Department",274.88,"Business","Return","British Airways",2011-07-27,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,595
"Yellow Department",301.26,"Economy","Return","Flybe",2011-07-27,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,584
"Yellow Department",346.62,"Economy","Return","Flybe",2011-07-27,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGPO","Stornoway Airport","Scotland","United Kingdom",58.2155990600586,-6.33111000061035,285
"Yellow Department",562.50,"Business","Return","British Airways",2011-07-27,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"LIRP","Pisa International Airport","Tuscany","Italy",43.683899,10.3927,1186
"Yellow Department",40.00,"Business","Single","British Airways",2011-07-28,"LIRP","Pisa International Airport","Pisa","Tuscany","Italy",43.683899,10.3927,"EGLL","London Heathrow Airport","England","United Kingdom",51.4706,-0.461941,1186
"Yellow Department",60.00,"Business","Return","British Airways",2011-07-28,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"LIRP","Pisa International Airport","Tuscany","Italy",43.683899,10.3927,1186
"Yellow Department",65.00,"Economy","Return","Flybe",2011-07-28,"EGAC","George Best Belfast City Airport","Belfast","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,"EGPE","Inverness Airport","Scotland","United Kingdom",57.5424995422363,-4.0475001335144,344
"Yellow Department",73.36,"Economy","Return","Flybe",2011-07-28,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGNT","Newcastle Airport","England","United Kingdom",55.0374984741211,-1.69166994094849,455
"Orange Department",75.70,"Economy","Single","Flybe",2011-07-28,"EGHQ","Newquay Cornwall Airport","Newquay","England","United Kingdom",50.440601348877,-4.99540996551514,"EGKK","London Gatwick Airport","England","United Kingdom",51.148102,-0.190278,347
"Yellow Department",76.20,"Economy","Single","Flybe",2011-07-28,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGPU","Tiree Airport","Scotland","United Kingdom",56.4991989135742,-6.86917018890381,166
"Yellow Department",81.99,"Economy","Single","Flybe",2011-07-28,"EGNM","Leeds Bradford Airport","Leeds","England","United Kingdom",53.8658981323242,-1.66057002544403,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,325
"Orange Department",102.00,"Economy","Single","Air Southwest",2011-07-28,"EGHQ","Newquay Cornwall Airport","Newquay","England","United Kingdom",50.440601348877,-4.99540996551514,"EICK","Cork Airport","County Cork","Ireland",51.8413009643555,-8.49110984802246,289
"Orange Department",102.00,"Economy","Single","Air Southwest",2011-07-28,"EGHQ","Newquay Cornwall Airport","Newquay","England","United Kingdom",50.440601348877,-4.99540996551514,"EICK","Cork Airport","County Cork","Ireland",51.8413009643555,-8.49110984802246,289
"Orange Department",102.00,"Economy","Single","Air Southwest",2011-07-28,"EGHQ","Newquay Cornwall Airport","Newquay","England","United Kingdom",50.440601348877,-4.99540996551514,"EICK","Cork Airport","County Cork","Ireland",51.8413009643555,-8.49110984802246,289
"Yellow Department",104.98,"Economy","Return","Flybe",2011-07-28,"EGNT","Newcastle Airport","Newcastle","England","United Kingdom",55.0374984741211,-1.69166994094849,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,455
"Yellow Department",105.68,"Economy","Return","Flybe",2011-07-28,"EGPO","Stornoway Airport","Stornoway","Scotland","United Kingdom",58.2155990600586,-6.33111000061035,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,285
"Yellow Department",141.98,"Economy","Return","Flybe",2011-07-28,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGNT","Newcastle Airport","England","United Kingdom",55.0374984741211,-1.69166994094849,455
"Yellow Department",157.98,"Economy","Return","Flybe",2011-07-28,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGNT","Newcastle Airport","England","United Kingdom",55.0374984741211,-1.69166994094849,455
"Orange Department",161.22,"Economy","Return","British Airways",2011-07-28,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPH","Edinburgh Airport","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,534
"Orange Department",163.88,"Economy","Return","British Airways",2011-07-28,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,595
"Orange Department",165.22,"Economy","Return","British Airways",2011-07-28,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPH","Edinburgh Airport","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,534
"Orange Department",167.22,"Economy","Return","British Airways",2011-07-28,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPH","Edinburgh Airport","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,534
"Yellow Department",179.24,"Economy","Return","Flybe",2011-07-28,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,584
"Yellow Department",222.98,"Economy","Return","Flybe",2011-07-28,"EGNT","Newcastle Airport","Newcastle","England","United Kingdom",55.0374984741211,-1.69166994094849,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,455
"Yellow Department",238.97,"Economy","Return","Flybe",2011-07-28,"EGAC","George Best Belfast City Airport","Belfast","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,367
"Purple Department",269.20,"Economy","Return","British Airways",2011-07-28,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"LIRN","Naples International Airport","Campania","Italy",40.886002,14.2908,1592
"Orange Department",289.28,"Economy","Return","British Airways",2011-07-28,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,555
"Orange Department",364.89,"Business","Return","British Airways",2011-07-28,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGNT","Newcastle Airport","England","United Kingdom",55.0374984741211,-1.69166994094849,405
"Yellow Department",417.00,"Economy","Return","British Airways",2011-07-28,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EHAM","Amsterdam Airport Schiphol","Noord-Holland","Netherlands",52.308601,4.76389,370
"Orange Department",440.60,"Economy","Return","Malév Hungarian Airlines",2011-07-28,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"LUKK","Chişinău International Airport","Chişinău","Moldova",46.9277000427246,28.9309997558594,2159
"Yellow Department",690.20,"Business","Return","British Airways",2011-07-28,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"LIRN","Naples International Airport","Campania","Italy",40.886002,14.2908,1592
"Yellow Department",40.00,"Economy","Single","Misc.",2011-07-29,"EGPU","Tiree Airport","Balemartine","Scotland","United Kingdom",56.4991989135742,-6.86917018890381,"EGEO","Oban Airport","Scotland","United Kingdom",56.4635009765625,-5.39967012405396,90
"Orange Department",78.02,"Economy","Return","Flybe",2011-07-29,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGAC","George Best Belfast City Airport","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,542
"Yellow Department",86.94,"Economy","Single","Easyjet",2011-07-29,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"LFRS","Nantes Atlantique Airport","Pays-de-la-Loire","France",47.1531982422,-1.61073005199,456
"Orange Department",178.89,"Economy","Return","Flybe",2011-07-29,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGAC","George Best Belfast City Airport","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,542
"Orange Department",278.91,"Economy","Return","Flybe",2011-07-29,"EGBB","Birmingham International Airport","Birmingham","England","United Kingdom",52.4538993835,-1.74802994728,"EGAC","George Best Belfast City Airport","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,363
"Yellow Department",284.98,"Economy","Return","Flybe",2011-07-29,"EGPD","Aberdeen Dyce Airport","Aberdeen","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,"EGKK","London Gatwick Airport","England","United Kingdom",51.148102,-0.190278,686
"Orange Department",289.28,"Business","Return","British Airways",2011-07-29,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,555
"Yellow Department",76.00,"Economy","Return","Flybe",2011-07-30,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGPO","Stornoway Airport","Scotland","United Kingdom",58.2155990600586,-6.33111000061035,285
"Yellow Department",111.84,"Economy","Single","Flybe",2011-07-30,"LFRS","Nantes Atlantique Airport","Nantes","Pays-de-la-Loire","France",47.1531982422,-1.61073005199,"EGKK","London Gatwick Airport","England","United Kingdom",51.148102,-0.190278,456
"Orange Department",134.93,"Economy","Return","Easyjet",2011-07-30,"EGSS","London Stansted Airport","London","England","United Kingdom",51.8849983215,0.234999999404,"EGPH","Edinburgh Airport","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,510
"Orange Department",274.88,"Business","Return","British Airways",2011-07-30,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,595
"Yellow Department",346.62,"Economy","Return","Flybe",2011-07-30,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGPL","Benbecula Airport","Scotland","United Kingdom",57.4810981750488,-7.36278009414673,253
"Purple Department",458.04,"Economy","Return","Air France",2011-07-30,"EGGD","Bristol Airport","Bristol","England","United Kingdom",51.382702,-2.71909,"LFPG","Charles de Gaulle International Airport","Île-de-France","France",49.012798,2.55,458
"Yellow Department",538.10,"Economy","Return","KLM",2011-07-30,"EGNJ","Humberside Airport","Grimsby","England","United Kingdom",53.5744018554688,-0.350832998752594,"EHAM","Amsterdam Airport Schiphol","Noord-Holland","Netherlands",52.308601,4.76389,370
"Yellow Department",681.70,"Economy","Return","KLM",2011-07-30,"EGNJ","Humberside Airport","Grimsby","England","United Kingdom",53.5744018554688,-0.350832998752594,"EDDH","Hamburg Airport","Hamburg","Germany",53.630401611328,9.9882297515869,682
"Yellow Department",99.98,"Economy","Single","Flybe",2011-07-31,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Yellow Department",99.98,"Economy","Single","Flybe",2011-07-31,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,584
"Orange Department",272.20,"Economy","Return","Flybe",2011-07-31,"EGPH","Edinburgh Airport","Edinburgh","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,"EGBB","Birmingham International Airport","England","United Kingdom",52.4538993835,-1.74802994728,403
"Yellow Department",60.00,"Economy","Single","Flybe",2011-08-01,"EGPO","Stornoway Airport","Stornoway","Scotland","United Kingdom",58.2155990600586,-6.33111000061035,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,869
"Yellow Department",60.00,"Economy","Single","Flybe",2011-08-01,"EGPO","Stornoway Airport","Stornoway","Scotland","United Kingdom",58.2155990600586,-6.33111000061035,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,869
"Yellow Department",93.98,"Economy","Single","Flybe",2011-08-01,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGPO","Stornoway Airport","Scotland","United Kingdom",58.2155990600586,-6.33111000061035,285
"Yellow Department",93.98,"Economy","Single","Flybe",2011-08-01,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGPO","Stornoway Airport","Scotland","United Kingdom",58.2155990600586,-6.33111000061035,285
"Yellow Department",497.75,"Economy","Return","Easyjet",2011-08-01,"EGSS","London Stansted Airport","London","England","United Kingdom",51.8849983215,0.234999999404,"LIEE","Cagliari Elmas Airport","Sardinia","Italy",39.251499,9.05428,1561
"Yellow Department",775.50,"Business","Return","British Airways",2011-08-01,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EFHK","Helsinki Vantaa Airport","Southern Finland","Finland",60.317199707031,24.963300704956,1848
"Purple Department",1838.23,"Business","Return","Virgin Atlantic",2011-08-01,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"VIDP","Indira Gandhi International Airport","Delhi","India",28.5665,77.103104,6731
"Purple Department",1838.23,"Business","Return","Virgin Atlantic",2011-08-01,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"VIDP","Indira Gandhi International Airport","Delhi","India",28.5665,77.103104,6731
"Purple Department",1838.23,"Business","Return","Virgin Atlantic",2011-08-01,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"VIDP","Indira Gandhi International Airport","Delhi","India",28.5665,77.103104,6731
"Purple Department",1838.23,"Business","Return","Virgin Atlantic",2011-08-01,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"VIDP","Indira Gandhi International Airport","Delhi","India",28.5665,77.103104,6731
"Orange Department",60.00,"Economy","Return","British Airways",2011-08-02,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGCC","Manchester Airport","England","United Kingdom",53.3536987304688,-2.27495002746582,283
"Yellow Department",193.87,"Economy","Return","Flybe",2011-08-02,"EGAC","George Best Belfast City Airport","Belfast","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,508
"Yellow Department",193.87,"Economy","Return","Flybe",2011-08-02,"EGAC","George Best Belfast City Airport","Belfast","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,508
"Yellow Department",410.62,"Economy","Return","Flybe",2011-08-02,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGPB","Sumburgh Airport","Scotland","United Kingdom",59.8788986206055,-1.29556000232697,483
"Yellow Department",410.62,"Economy","Return","Flybe",2011-08-02,"EGPB","Sumburgh Airport","Lerwick","Scotland","United Kingdom",59.8788986206055,-1.29556000232697,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,483
"Yellow Department",593.60,"Economy","Return","British Airways",2011-08-02,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"LIRP","Pisa International Airport","Tuscany","Italy",43.683899,10.3927,1148
"Orange Department",96.11,"Economy","Return","Flybe",2011-08-03,"EGPH","Edinburgh Airport","Edinburgh","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,"EGBB","Birmingham International Airport","England","United Kingdom",52.4538993835,-1.74802994728,403
"Orange Department",117.00,"Economy","Return","British Airways",2011-08-03,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGCC","Manchester Airport","England","United Kingdom",53.3536987304688,-2.27495002746582,283
"Orange Department",117.66,"Economy","Return","Flybe",2011-08-03,"EGNX","East Midlands Airport","Nottingham","England","United Kingdom",52.8311004639,-1.32806003094,"EGAC","George Best Belfast City Airport","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,359
"Orange Department",149.00,"Economy","Return","Flybe",2011-08-03,"EGPH","Edinburgh Airport","Edinburgh","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,"EGBB","Birmingham International Airport","England","United Kingdom",52.4538993835,-1.74802994728,403
"Orange Department",150.50,"Economy","Return","British Midland",2011-08-03,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGAC","George Best Belfast City Airport","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,503
"Yellow Department",157.46,"Economy","Return","Flybe",2011-08-03,"EGAC","George Best Belfast City Airport","Belfast","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,367
"Orange Department",158.93,"Economy","Return","Flybe",2011-08-03,"EGBB","Birmingham International Airport","Birmingham","England","United Kingdom",52.4538993835,-1.74802994728,"EGAC","George Best Belfast City Airport","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,363
"Orange Department",174.93,"Economy","Return","Easyjet",2011-08-03,"EGGD","Bristol Airport","Bristol","England","United Kingdom",51.382702,-2.71909,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,512
"Yellow Department",217.97,"Economy","Return","Flybe",2011-08-03,"EGAC","George Best Belfast City Airport","Belfast","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,367
"Orange Department",234.49,"Economy","Return","Air France",2011-08-03,"EGLC","London City Airport","London","England","United Kingdom",51.505299,0.055278,"EGPN","Dundee Airport","Scotland","United Kingdom",56.4524993896484,-3.02583003044128,586
"Orange Department",254.49,"Economy","Return","Air France",2011-08-03,"EGLC","London City Airport","London","England","United Kingdom",51.505299,0.055278,"EGPN","Dundee Airport","Scotland","United Kingdom",56.4524993896484,-3.02583003044128,586
"Orange Department",285.28,"Economy","Return","British Airways",2011-08-03,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,555
"Yellow Department",300.70,"Economy","Return","Iberia",2011-08-03,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"LECO","A Coruña Airport","Galicia","Spain",43.302101,-8.37726,1085
"Orange Department",307.28,"Economy","Return","British Airways",2011-08-03,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,555
"Yellow Department",414.00,"Economy","Return","Iberia",2011-08-03,"LEMD","Adolfo Suárez Madrid–Barajas Airport","Madrid","Madrid","Spain",40.471926,-3.56264,"LEVX","Vigo Airport","Galicia","Spain",42.2318000793457,-8.62677001953125,466
"Yellow Department",887.00,"Business","Return","KLM",2011-08-03,"EGNV","Durham Tees Valley Airport","Durham","England","United Kingdom",54.5092010498047,-1.42940998077393,"LEMD","Adolfo Suárez Madrid–Barajas Airport","Madrid","Spain",40.471926,-3.56264,1569
"Orange Department",10.00,"Economy","Return","British Airways",2011-08-04,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,595
"Yellow Department",73.14,"Economy","Single","Flybe",2011-08-04,"EGPU","Tiree Airport","Balemartine","Scotland","United Kingdom",56.4991989135742,-6.86917018890381,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,166
"Orange Department",118.93,"Economy","Return","Easyjet",2011-08-04,"EGSS","London Stansted Airport","London","England","United Kingdom",51.8849983215,0.234999999404,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,538
"Orange Department",129.98,"Economy","Single","British Airways",2011-08-04,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGLL","London Heathrow Airport","England","United Kingdom",51.4706,-0.461941,555
"Orange Department",130.93,"Economy","Return","Easyjet",2011-08-04,"EGGD","Bristol Airport","Bristol","England","United Kingdom",51.382702,-2.71909,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,512
"Orange Department",152.88,"Economy","Return","British Airways",2011-08-04,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,595
"Orange Department",155.96,"Economy","Return","Flybe",2011-08-04,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGHQ","Newquay Cornwall Airport","England","United Kingdom",50.440601348877,-4.99540996551514,347
"Orange Department",155.96,"Economy","Return","Flybe",2011-08-04,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGHQ","Newquay Cornwall Airport","England","United Kingdom",50.440601348877,-4.99540996551514,347
"Yellow Department",178.95,"Economy","Return","Flybe",2011-08-04,"EGNM","Leeds Bradford Airport","Leeds","England","United Kingdom",53.8658981323242,-1.66057002544403,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,325
"Orange Department",248.98,"Economy","Single","British Airways",2011-08-04,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGLL","London Heathrow Airport","England","United Kingdom",51.4706,-0.461941,555
"Orange Department",248.98,"Economy","Single","British Airways",2011-08-04,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGLL","London Heathrow Airport","England","United Kingdom",51.4706,-0.461941,555
"Orange Department",248.98,"Economy","Single","British Airways",2011-08-04,"EGPF","Glasgow International Airport","Glasgow","Scotland","United Kingdom",55.8718986511,-4.43306016922,"EGLL","London Heathrow Airport","England","United Kingdom",51.4706,-0.461941,555
"Yellow Department",323.30,"Economy","Return","Eastern Airways",2011-08-04,"EGPD","Aberdeen Dyce Airport","Aberdeen","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,697
"Orange Department",375.30,"Economy","Return","British Airways",2011-08-04,"EGLL","London Heathrow Airport","London","England","United Kingdom",51.4706,-0.461941,"LFPG","Charles de Gaulle International Airport","Île-de-France","France",49.012798,2.55,347
"Orange Department",377.80,"Economy","Return","Flybe",2011-08-04,"EGCC","Manchester Airport","Manchester","England","United Kingdom",53.3536987304688,-2.27495002746582,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,313
"Orange Department",399.23,"Economy","Return","British Airways",2011-08-04,"EGLC","London City Airport","London","England","United Kingdom",51.505299,0.055278,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,568
"Yellow Department",695.99,"Economy","Return","Air France",2011-08-04,"EGNT","Newcastle Airport","Newcastle","England","United Kingdom",55.0374984741211,-1.69166994094849,"LIMJ","Genoa Cristoforo Colombo Airport","Liguria","Italy",44.4133,8.8375,1400
"Yellow Department",40.00,"Business","Return","British Airways",2011-08-05,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"LIRP","Pisa International Airport","Tuscany","Italy",43.683899,10.3927,1148
"Yellow Department",76.49,"Economy","Single","Flybe",2011-08-05,"EGPH","Edinburgh Airport","Edinburgh","Scotland","United Kingdom",55.9500007629395,-3.37249994277954,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,572
"Orange Department",107.88,"Economy","Return","British Airways",2011-08-05,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,595
"Yellow Department",116.55,"Economy","Return","Flybe",2011-08-05,"EGAC","George Best Belfast City Airport","Belfast","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,167
"Yellow Department",116.55,"Economy","Return","Flybe",2011-08-05,"EGAC","George Best Belfast City Airport","Belfast","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,167
"Orange Department",126.90,"Economy","Single","British Airways",2011-08-05,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,595
"Orange Department",147.88,"Economy","Return","British Airways",2011-08-05,"EGKK","London Gatwick Airport","London","England","United Kingdom",51.148102,-0.190278,"EGPF","Glasgow International Airport","Scotland","United Kingdom",55.8718986511,-4.43306016922,595
"Yellow Department",154.89,"Economy","Return","Flybe",2011-08-05,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGAC","George Best Belfast City Airport","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,508
"Yellow Department",175.49,"Economy","Single","Flybe",2011-08-05,"EGAC","George Best Belfast City Airport","Belfast","Northern Ireland","United Kingdom",54.6180992126465,-5.87249994277954,"EGHI","Southampton Airport","England","United Kingdom",50.9502983093262,-1.35679996013641,508
"Yellow Department",191.30,"Economy","Single","Eastern Airways",2011-08-05,"EGHI","Southampton Airport","Southampton","England","United Kingdom",50.9502983093262,-1.35679996013641,"EGPD","Aberdeen Dyce Airport","Scotland","United Kingdom",57.2019004821777,-2.19777989387512,697
