DATE,WIND,IND,RAIN,IND_1,T_MAX,IND_2,T_MIN,T_MIN_G
1970/8/4,2.25,0,0.1,0,21.5,0,14.8,12.6
1970/8/5,5.37,0,0.1,0,16.6,0,13.3,6.8
1970/8/6,3.04,0,0.7,0,16.6,0,14.8,11.4
1970/8/7,1.29,0,0,0,17,0,13,11
1970/8/8,4.46,0,0,0,16.6,0,12.8,11.1
1970/8/9,13.13,0,1.5,0,19.7,0,13,10.6
1970/8/10,8.29,0,0.2,0,19.8,0,14.7,14.5
1970/8/11,3.17,0,0,0,20,0,9.6,4.8
1970/8/12,4.96,0,3.3,0,22.7,0,15.4,13
1970/8/13,7.5,0,5.6,0,18.2,0,16.3,13.3
1970/8/14,7.96,0,0.8,0,17.2,0,10,5
1970/8/15,10.37,0,23.1,0,17.6,0,10.6,5.5
1970/8/16,20.75,0,0,0,16,0,10.4,9.7
1970/8/17,10.41,4,0,0,17.5,0,8.1,4.5
1970/8/18,1.21,4,0,0,14.8,0,9.2,5.2
1970/8/19,5.88,0,0,0,17.6,0,9.8,3.8
1970/8/20,13.5,0,1,0,18,0,11.5,8
1970/8/21,10.88,0,6.2,0,17.2,0,11.6,10.6
1970/8/22,6.34,4,0,0,17.6,0,13.4,12
1970/8/23,1.42,0,0,0,17,0,10,5.2
1970/8/24,1.75,0,0,0,20.2,0,9.8,3.9
1970/8/25,1.21,0,0,0,19.5,0,10.1,9
1970/8/26,0.37,0,0,0,15.8,0,9.6,10.6
1970/8/27,1.25,0,0,0,18.3,0,8.5,9.2
1970/8/28,1,0,0,0,18.9,0,9.6,7
1970/8/29,4.67,0,0,0,23.8,0,11.3,5.2
1970/8/30,9.42,0,0.7,0,20.2,0,12.9,7.6
1970/8/31,14.04,0,1.3,0,17.5,0,10.1,NA
1970/9/1,11.38,0,4,0,18.3,0,10.2,7
1970/9/2,11.29,0,1,0,20.4,0,13,11
1970/9/3,7.17,0,0,0,15.6,0,11.2,7.5
1970/9/4,12.92,0,0,0,19.1,0,12.6,10.2
1970/9/5,10.34,0,0.1,0,19.7,0,12.3,8
1970/9/6,5.17,0,0,0,21.2,0,12.3,8
1970/9/7,5.71,0,6.8,0,19.5,0,10.8,3
1970/9/8,11.63,0,1.4,0,16.6,0,13.2,11.4
1970/9/9,22.37,0,0.8,0,16.8,0,12.5,9.5
1970/9/10,15.71,0,1.3,0,14.8,0,10.6,9
1970/9/11,8.54,0,0.2,0,15.4,0,10.4,NA
1970/9/12,5.54,0,0.9,0,15,0,6.8,3.4
1970/9/13,5.58,0,2.2,0,15.4,0,5.2,1.2
1970/9/14,5.04,4,0,0,16.6,0,6,2.8
1970/9/15,5.96,0,6.1,0,15.1,0,7.2,4.3
1970/9/16,9.75,0,0.9,0,17.5,0,4.8,0.3
1970/9/17,19.08,0,5.6,0,19.2,0,10,11
1970/9/18,0.54,0,2.8,0,14.8,0,12.6,11
1970/9/19,4,0,0.2,0,18.4,0,7.8,4.8
1970/9/20,4.08,0,0,0,21.8,0,12.5,12.3
1970/9/21,3.17,0,0,0,17,0,10.8,5.6
1970/9/22,6.54,0,0.6,0,19.6,0,13.2,10.2
1970/9/23,4.54,0,0,0,19.4,0,13.7,9.5
1970/9/24,1.17,0,0,0,19.8,0,10,9.8
1970/9/25,4.5,0,10.5,0,18,0,10,5.3
1970/9/26,10.75,0,0.3,0,17.1,0,14.9,13
1970/9/27,3.13,0,1.1,0,17.6,0,9.6,4.1
1970/9/28,4.67,0,0.2,0,19,0,12,7.5
1970/9/29,13.17,0,2.3,0,17.4,0,9.8,7.3
1970/9/30,12.08,0,0.5,0,14.5,0,11.2,9
1970/10/1,17.29,4,0,0,16.6,0,11,9
1970/10/2,20.62,4,0,0,12.2,0,10.4,7.5
1970/10/3,11.75,0,0.6,0,15.1,0,8,4.8
1970/10/4,18.75,0,6.4,0,16.4,0,11.2,10.6
1970/10/5,14.88,0,0.5,0,13.8,0,9.4,7.3
1970/10/6,11.63,0,0,0,13,0,6.7,4
1970/10/7,8.25,0,0.4,0,13.4,0,5.4,2.5
1970/10/8,4.42,0,0.7,0,12.5,0,3,-1
1970/10/9,4.17,0,0,0,14.5,0,1.5,-3.2
1970/10/10,3.25,0,0,0,15.4,0,5.9,1.6
1970/10/11,3.04,0,3.3,0,15.2,0,8,0.4
1970/10/12,6.13,0,0,0,16.5,0,11.3,5.6
1970/10/13,8.12,0,0,0,18.6,0,12.5,8.1
1970/10/14,6.08,0,0,0,17.6,0,12.1,8.2
1970/10/15,6.13,0,0,0,15.2,0,8.1,3.9
1970/10/16,4.12,0,0,0,14.5,0,12.6,10
1970/10/17,5.88,0,0,0,15.6,0,8,2.5
1970/10/18,19.62,0,1,0,14.7,0,9.1,5.4
1970/10/19,18.58,0,0.7,0,11.5,0,7.9,4.7
1970/10/20,16.33,4,0,0,8.5,0,4.2,1
1970/10/21,10.96,4,0,0,9.1,0,4,-0.1
1970/10/22,6.87,0,0,0,11.2,0,6,2
1970/10/23,12.25,0,0,0,14,0,8,6.6
1970/10/24,15.87,0,0.9,0,15.4,0,10.2,11
1970/10/25,12.21,0,6.1,0,12.8,0,11.2,10.2
1970/10/26,8.54,0,6.2,0,12,0,6.4,2.5
1970/10/27,10.17,0,5.9,0,13.5,0,4.6,-2
1970/10/28,9.33,0,1,0,15.8,0,8.8,8
1970/10/29,13.17,0,0.6,0,16.5,0,9.2,8.8
1970/10/30,12.46,0,15.3,0,16.5,0,11.4,8
1970/10/31,16.25,0,0.4,0,18.9,0,10,9.2
1970/11/1,11.46,0,12,0,15.5,0,8.5,5.5
1970/11/2,13.33,0,0.5,0,14.5,0,8.5,8.1
1970/11/3,23.75,0,0.6,0,11.8,0,9.2,6.6
1970/11/4,12.92,0,0.2,0,12.5,0,7.4,4.7
1970/11/5,13.5,0,0.7,0,12,0,7.1,3.7
1970/11/6,7.33,0,28.3,0,9.5,0,5.4,1.9
1970/11/7,9.71,0,0,0,9.9,0,6.5,6.5
1970/11/8,14.42,0,2.5,0,11.7,0,1.8,-4.1
1970/11/9,15.75,0,2.3,0,11.4,0,8,5
1970/11/10,10.96,0,4.4,0,14,0,7.6,6.3
1970/11/11,11.92,0,0.7,0,9.6,0,8.5,6.8
1970/11/12,15.09,0,0.1,0,7.4,0,3,0
1970/11/13,8.75,0,0,0,6.6,0,2,-1
1970/11/14,8.25,0,0,0,6.5,1,-0.1,-6
1970/11/15,6.04,0,4.4,0,8,1,-1.1,-8.5
1970/11/16,10.75,0,0,0,8.8,1,-0.4,-2.1
1970/11/17,4.92,0,9.9,0,8.8,0,6,3
1970/11/18,8.96,0,9.8,0,8.2,1,-0.9,-6.5
1970/11/19,9.5,0,4,0,8.5,1,-0.9,0
1970/11/20,7.92,0,9.8,0,7.6,1,-1.5,-9
1970/11/21,10.21,4,0,0,6.6,0,2.5,-0.6
1970/11/22,5.79,0,13.6,0,9.5,0,1.6,-5
1970/11/23,12,0,6.8,0,14.6,0,5.5,0.3
1970/11/24,6.79,0,0.5,0,14.5,0,9.3,NA
1970/11/25,11.21,0,0.7,0,14.8,0,9.2,7.9
1970/11/26,7.21,0,4.1,0,11.4,0,10,4.5
1970/11/27,9.54,0,4.3,0,13.4,0,9.1,2.5
1970/11/28,9.96,0,0.1,0,12.9,0,10.9,8.5
1970/11/29,2.21,0,3.4,0,9.1,0,6.6,1.5
1970/11/30,7.83,4,0,0,8.4,0,5.5,2.4
1970/12/1,9.33,0,0,0,9.2,0,4.4,-0.8
1970/12/2,14.75,0,0.5,0,11.8,0,5,4
1970/12/3,6.96,0,5,0,12.2,0,8.2,6.4
1970/12/4,12.5,0,0.2,0,9.4,0,5.6,0
1970/12/5,13.75,0,3.5,0,9.4,0,5.8,2
1970/12/6,17.33,0,2.1,0,8.5,0,5.6,1.2
1970/12/7,7.54,0,0,0,8,0,5.1,0
1970/12/8,3.46,0,0,0,7,1,-1,-7.8
1970/12/9,1.79,0,0.1,0,7.5,1,-3.2,-10
1970/12/10,6.58,0,0,0,7.6,1,-3,NA
1970/12/11,9.21,0,0.4,0,10.4,0,6,4.5
1970/12/12,8.17,0,1.9,0,10.5,0,6.6,5.5
1970/12/13,6.79,0,0,0,7.8,0,3,-0.4
1970/12/14,2.42,0,0.7,0,9.6,1,-2.8,-10
1970/12/15,5.04,0,0,0,11.4,1,-2.6,-4.5
1970/12/16,10.96,0,0.2,0,12.2,1,-0.9,-7.1
1970/12/17,7.62,0,0.5,0,12.5,0,5.1,5
1970/12/18,9.83,0,0,0,13.1,0,7.5,5
1970/12/19,12.75,0,0.9,0,13.5,0,11.6,8.9
1970/12/20,6.13,4,0,0,7.5,0,0.1,-6.8
1970/12/21,5.83,0,0,0,5.5,0,1.2,-4.5
1970/12/22,5.96,4,0,0,6.4,0,0.1,-4.8
1970/12/23,10.13,0,1.1,0,7.7,1,-1.2,-8
1970/12/24,9.42,0,2.7,0,6.4,0,0.4,-0.5
1970/12/25,8.42,0,4.5,0,4.8,0,3.2,-0.9
1970/12/26,13.33,0,3.3,0,6.2,0,0.8,-7.2
1970/12/27,11.58,0,13,0,3.8,0,1.6,-2
1970/12/28,7.21,0,10.2,0,5.6,0,1.8,-0.5
1970/12/29,17.88,0,1.1,0,5.6,0,2,-0.8
1970/12/30,13.79,0,0,0,4.3,0,4,1.5
1970/12/31,4.83,0,0.5,0,2,1,-1.9,-8.5
1971/1/1,4.63,0,0,0,3,4,NA,-9
1971/1/2,5.83,0,0,0,4.5,4,NA,-0.6
1971/1/3,2.5,0,0,0,1.8,4,NA,-4
1971/1/4,7.12,0,0.5,0,5.8,4,NA,-11
1971/1/5,17.96,0,3.4,0,9.4,4,NA,2.6
1971/1/6,11.63,0,0.3,0,13.4,4,NA,0.1
1971/1/7,19.21,0,0,0,12.6,4,NA,10.1
1971/1/8,14.62,0,0.7,0,14.1,4,NA,2
1971/1/9,20.3,0,0.1,0,14,4,NA,8.4
1971/1/10,17.96,4,0,0,16.8,4,NA,8.1
1971/1/11,11.04,0,0,0,10.4,4,NA,1.5
1971/1/12,3.88,4,0,0,10.4,4,NA,-3.5
1971/1/13,6.87,0,0.2,0,9.4,4,NA,6
1971/1/14,4.17,0,0,0,9.8,4,NA,4.8
1971/1/15,2,0,1.1,0,8.4,4,NA,1
1971/1/16,4.33,0,0.3,0,10.5,4,NA,-3
1971/1/17,12.42,0,2.5,0,11.6,4,NA,-2.2
1971/1/18,14.46,0,0.4,0,11.8,4,NA,0.6
1971/1/19,15.96,0,1.1,0,8.5,4,NA,3
1971/1/20,12.62,0,18,0,8,4,NA,-3.2
1971/1/21,5.58,0,0.4,0,8.5,4,NA,-1.6
1971/1/22,10,0,0.3,0,10.5,4,NA,-3.5
1971/1/23,13,0,4.3,0,9,4,NA,-0.5
1971/1/24,21.17,0,0.4,0,10.2,4,NA,0.3
1971/1/25,11.71,0,0.5,0,10.2,4,NA,4.1
1971/1/26,6.13,0,0,0,8.3,4,NA,-6
1971/1/27,5.83,0,2.2,0,8.2,4,NA,-7
1971/1/28,8.38,0,0.1,0,4.7,4,NA,-0.5
1971/1/29,7.08,0,0,0,6.6,4,NA,-0.3
1971/1/30,7.04,0,0.1,0,3.2,4,NA,-12.3
1971/1/31,13.79,0,0,0,4.4,4,NA,-5
1971/2/1,8.21,0,0,0,4.8,1,-0.8,-5
1971/2/2,11.67,0,0.3,0,8.8,1,-4,-11
1971/2/3,10.92,4,0,0,9.6,1,-0.8,NA
1971/2/4,3.5,4,0,0,8.2,0,6.5,5.5
1971/2/5,4.96,0,0,0,8.6,0,7,5.2
1971/2/6,2.83,0,0,0,6.6,0,4.8,3.5
1971/2/7,7.08,0,0,0,7.5,0,5.4,4.6
1971/2/8,6.79,0,0,0,8.8,0,1.6,-4.4
1971/2/9,8.67,0,0,0,8.9,0,6.2,0.4
1971/2/10,5.71,0,0.4,0,9.4,0,6.1,1.2
1971/2/11,5,0,2.6,0,9,0,5.2,3.6
1971/2/12,21.71,0,5,0,11.1,0,5.4,3.6
1971/2/13,19.62,0,0.5,0,6.5,0,3,0.9
1971/2/14,18.5,0,1.1,0,7.5,0,1.9,-0.5
1971/2/15,9.54,0,4.9,0,4.1,0,0,-3.2
1971/2/16,11.96,0,0.7,0,7.8,1,-2.4,-10.8
1971/2/17,13.21,0,4.2,0,9.9,0,2,-3.6
1971/2/18,11.71,0,0,0,9.8,0,4.3,0.9
1971/2/19,5.91,0,1.8,0,11.4,0,2.1,-3.1
1971/2/20,17.04,0,0.7,0,11.6,0,4.5,2.1
1971/2/21,12.08,0,0.2,0,10.1,0,4.6,0.6
1971/2/22,6.25,4,0,0,10.8,1,-1,-8.2
1971/2/23,6.58,4,0,0,10,0,2.2,-5
1971/2/24,3.17,4,0,0,11.3,0,4.2,-1.5
1971/2/25,2.33,4,0,0,8.6,0,5.2,3.6
1971/2/26,2.54,0,5,0,10.4,0,3.2,-4.5
1971/2/27,2.62,0,2.9,0,8.8,0,6.5,5.4
1971/2/28,3.04,0,4.5,0,9,0,7,3.5
1971/3/1,6.71,0,4.7,0,9.2,0,7,5.5
1971/3/2,7.87,0,0,0,9.7,0,1.2,-4.5
1971/3/3,6.38,0,0,0,9.5,0,1.2,-2.8
1971/3/4,8.25,0,0,0,6.4,0,3,-0.5
1971/3/5,8.58,0,0.1,0,7,0,0.4,-3
1971/3/6,6.87,0,0,0,6.8,0,2,1
1971/3/7,3.42,0,0,0,7.7,0,1.5,-2.5
1971/3/8,2.25,0,0,0,8,0,1.3,-1.2
1971/3/9,6.71,0,0,0,11.2,0,3.4,4.1
1971/3/10,7,0,0.3,0,11.7,0,0,-4.2
1971/3/11,8.92,0,0,0,12,0,4.9,4.7
1971/3/12,13.29,0,0,0,12.5,0,6,4.1
1971/3/13,4.71,0,4.4,0,8.7,0,6,4
1971/3/14,3.25,0,0.1,0,9.1,0,1.4,0.4
1971/3/15,4.33,0,0.1,0,7.4,1,-1.3,-5.2
1971/3/16,8.21,0,0.2,0,8.5,1,-2.6,-7
1971/3/17,11.21,0,14.6,0,6.6,0,2.4,-0.4
1971/3/18,23.25,0,38,0,5.6,0,3.5,3.6
1971/3/19,24.25,0,4,0,4.8,0,3,2
1971/3/20,19.08,0,0.2,0,5.8,0,3,1.8
1971/3/21,12.12,0,0,0,8.2,0,0.6,-2
1971/3/22,5.96,0,0,0,8,0,1.9,-2
1971/3/23,12.21,0,0.4,0,11.5,0,4.5,2
1971/3/24,15.92,0,3,0,13,0,8,7
1971/3/25,14.83,0,1.4,0,11.1,0,3.8,1.5
1971/3/26,10.92,0,0,0,8.6,0,3.4,1
1971/3/27,5.79,0,0.1,0,10.6,0,1.3,-3
1971/3/28,9.96,0,0.5,0,13,0,5.6,NA
1971/3/29,3.21,0,0.4,0,10.8,0,7.5,6.9
1971/3/30,2.04,0,0.4,0,9.6,0,7,4
1971/3/31,3.42,0,0,0,10,0,6.3,4.5
1971/4/1,9.29,0,0.4,0,10.3,0,6,3.6
1971/4/2,14.79,0,0.7,0,8,0,6,4.5
1971/4/3,12.96,0,0,0,8.6,0,4,2
1971/4/4,8.25,0,0,0,8.2,0,3.9,0.6
1971/4/5,1.46,0,3.6,0,8.6,0,5.7,5
1971/4/6,1.42,4,0,0,10.5,0,3.4,-0.8
1971/4/7,2.92,4,0,0,10.1,0,2.6,-2
1971/4/8,6.63,0,0,0,10,0,1.6,-3
1971/4/9,5.17,4,0,0,11,0,5.4,0.6
1971/4/10,4.33,4,0,0,11,0,1.5,-3.5
1971/4/11,1.42,0,0,0,14,0,4,-4.5
1971/4/12,5.79,0,0,0,13.4,0,1.7,-2.4
1971/4/13,5.63,0,0,0,12.8,0,7.2,3
1971/4/14,2.13,0,0,0,12.7,0,7.3,-0.5
1971/4/15,2.29,0,0.5,0,15.5,0,8.1,3.2
1971/4/16,12,0,2.2,0,11,0,7,4.5
1971/4/17,13.75,0,0,0,11.9,0,0.3,-5
1971/4/18,15.83,0,0,0,15,0,6.7,7.5
1971/4/19,6.38,0,0.4,0,15,0,9.4,7.6
1971/4/20,3.88,0,0.8,0,11.7,0,7,3.2
1971/4/21,7.5,0,13.3,0,16.2,0,8,2.5
1971/4/22,1.5,0,7.3,0,12.4,0,9.2,8.4
1971/4/23,11.25,1,14.7,0,7.4,0,6.2,6
1971/4/24,12.62,1,4.8,0,8.8,0,5.6,4.6
1971/4/25,8.46,0,0,0,10.1,0,0.9,-5.3
1971/4/26,11.21,0,0,0,9.5,0,4.1,4.8
1971/4/27,3.83,0,0,0,10.6,0,1.4,-5
1971/4/28,2.37,0,0,0,12.4,1,-0.8,-7
1971/4/29,2.75,4,0,0,10.3,0,7.2,4
1971/4/30,2.83,4,0,0,10.6,0,6.2,3
1971/5/1,1.42,0,0,0,13,0,0.1,-4.5
1971/5/2,3.5,0,0,0,15.6,0,0.5,-4
1971/5/3,4.33,0,0,0,15.7,0,3.6,-1.3
1971/5/4,5.41,0,0,0,14.8,0,1.5,-3.5
1971/5/5,7.21,0,0.6,0,16.5,0,2.3,-2
1971/5/6,6.54,0,4.1,0,14.2,0,10.3,7.2
1971/5/7,8.63,0,0.4,0,15.6,0,9.6,5.5
1971/5/8,7.87,0,0,0,16.8,0,6.6,1
1971/5/9,11.46,0,0.5,0,16.7,0,10.5,7.8
1971/5/10,10.04,0,0,0,20.5,0,10.8,9.4
1971/5/11,1.63,4,0,0,14.8,0,7.5,2.2
1971/5/12,5.17,0,0,0,16.1,0,5.7,0.1
1971/5/13,7.17,0,0,0,15.4,0,9.7,5
1971/5/14,4.42,0,1.4,0,16.5,0,9,4
1971/5/15,11.12,0,0,0,12.9,0,7.7,5.4
1971/5/16,9.46,0,1.5,0,13,0,5,1.4
1971/5/17,7.38,0,1.5,0,14.7,0,4.2,-1.8
1971/5/18,4.25,4,0,0,16,0,5.4,1
1971/5/19,1.54,0,0,0,14.8,0,4.5,-0.5
1971/5/20,1.21,4,0,0,14.2,0,10.4,9.4
1971/5/21,3.46,0,0,0,14.6,0,4.4,-0.2
1971/5/22,3,0,11.2,0,12.5,0,6.6,1.8
1971/5/23,4.67,0,2.6,0,11.7,0,8.8,8.2
1971/5/24,2.54,0,0,0,16,0,8.4,NA
1971/5/25,7.04,0,0,0,14.6,0,10.3,9.5
1971/5/26,7.46,0,1,0,16.2,0,4.4,-1
1971/5/27,10.63,0,0.2,0,14.3,0,4.5,1.4
1971/5/28,8.5,0,0.4,0,13.5,0,5.3,2
1971/5/29,6.17,0,4,0,13.5,0,4.4,-0.9
1971/5/30,4.88,4,0,0,15.5,0,10.5,9
1971/5/31,4.04,4,0,0,16.5,0,9.4,5.9
1971/6/1,6.42,4,0,0,15.8,0,7.1,1.7
1971/6/2,6.13,0,0,0,20.2,0,10,8
1971/6/3,8.63,0,0.2,0,17,0,10.7,6
1971/6/4,9.96,0,0,0,16,0,10.8,9
1971/6/5,7.75,0,0,0,14.3,0,10.7,7.3
1971/6/6,4.71,0,1.2,0,14.2,0,10.9,8.6
1971/6/7,4,0,0.5,0,13.6,0,10.6,9.5
1971/6/8,4.38,0,4.2,0,13.8,0,10.1,7.6
1971/6/9,10.13,0,0.8,0,13.2,0,9,7.8
1971/6/10,8.29,4,0,0,14.8,0,9,8
1971/6/11,9.54,0,23.3,0,14,0,9.2,5.5
1971/6/12,4.5,0,0.2,0,13.8,0,9.2,9
1971/6/13,3.88,0,0.1,0,15,0,6.2,1.5
1971/6/14,9.67,4,0,0,14,0,7.6,1.6
1971/6/15,8.04,0,0.7,0,14.4,0,4,0.1
1971/6/16,9.75,0,0.3,0,16,0,4.5,4.5
1971/6/17,6.21,0,9.8,0,16.2,0,5.2,1
1971/6/18,7.96,1,11.8,0,15.5,0,9.2,6.3
1971/6/19,7.41,1,6.3,0,14.5,0,11,11.2
1971/6/20,11.25,0,1.2,0,17.5,0,10.5,9
1971/6/21,9.83,0,2.2,0,17.2,0,10.5,9
1971/6/22,6.04,0,0,0,18.3,0,8.5,4.7
1971/6/23,3.83,0,0,0,17.4,0,12,10.5
1971/6/24,5.79,0,0.5,0,19.5,0,9.3,6.2
1971/6/25,6.71,0,2.4,0,20.7,0,13.6,13
1971/6/26,12.92,0,2.2,0,17.1,0,12.2,10
1971/6/27,10.21,0,3,0,16.5,0,8.2,6.1
1971/6/28,6.75,4,0,0,18.3,0,7.9,6
1971/6/29,3.79,0,0,0,19.4,0,10,6.2
1971/6/30,3.71,0,0.5,0,20.4,0,13.5,12.2
1971/7/1,7.29,4,0,0,20.4,0,13.5,NA
1971/7/2,3.37,4,0,0,22.4,0,15,12.8
1971/7/3,5.17,0,6.1,0,23.8,0,14.1,12.2
1971/7/4,2.37,0,3,0,20.4,0,15,14.2
1971/7/5,3.88,0,0,0,19.2,0,10,7
1971/7/6,3.63,0,0,0,21,0,11,8.2
1971/7/7,5.09,0,0,0,23.6,0,9.6,6.9
1971/7/8,6.54,0,0.1,0,24.7,0,14.4,10.5
1971/7/9,6.21,0,0,0,20,0,11.8,11.2
1971/7/10,3.83,0,0,0,21.2,0,7.5,8.5
1971/7/11,8.29,0,0,0,24.6,0,13.2,9
1971/7/12,9.46,0,0,0,18.7,0,11.5,10.6
1971/7/13,4.83,0,0,0,18.9,0,7,3
1971/7/14,8.04,0,0,0,18.7,0,11.8,11
1971/7/15,12.67,0,0,0,22.5,0,12.7,12.9
1971/7/16,8.5,0,0,0,17.1,0,11.1,10.3
1971/7/17,6.5,0,0,0,17.9,0,5.6,1.5
1971/7/18,4.79,0,0,0,18.4,0,9.5,5
1971/7/19,7.38,0,0,0,19,0,9.5,9.1
1971/7/20,4.58,0,0,0,20,0,9.1,5.9
1971/7/21,4.5,0,0,0,21,0,13.4,11.5
1971/7/22,7.25,0,0.5,0,18.2,0,13.5,10
1971/7/23,7.17,0,18.2,0,18.2,0,14.2,13
1971/7/24,7.5,0,12.2,0,19,0,14,14
1971/7/25,8.71,0,7.8,0,21.4,0,14.2,13
1971/7/26,3,0,8.4,0,20,0,14.8,13.2
1971/7/27,2.92,0,0.8,0,18.5,0,13.9,11.1
1971/7/28,4.67,0,0,0,20,0,11,7.2
1971/7/29,3.63,0,0,0,22.5,0,12.6,9
1971/7/30,5.58,0,13.5,0,22,0,11.5,6.8
1971/7/31,7.96,0,3.7,0,19,0,13.9,11.1
1971/8/1,6.25,0,2.9,0,17.1,0,12,7
1971/8/2,7.67,0,0.3,0,21.7,0,10.2,5.5
1971/8/3,9.59,0,1.7,0,18,0,14.7,13.4
1971/8/4,6.92,0,2.7,0,21.3,0,14.6,13.6
1971/8/5,5.37,0,5.1,0,20.6,0,13,11.5
1971/8/6,7.67,0,0.7,0,16.5,0,12.5,11.9
1971/8/7,7.67,0,0,0,17.4,0,8.5,6
1971/8/8,12.25,0,0,0,20.9,0,13.8,13
1971/8/9,8.17,0,2.8,0,19.5,0,14.5,14
1971/8/10,7.58,4,0,0,17.6,0,12.5,12.1
1971/8/11,6.17,0,5.9,0,18.6,0,12.1,11.2
1971/8/12,6.29,0,3.8,0,17.4,0,13.4,12.5
1971/8/13,5.79,0,8,0,18.1,0,13.5,13.2
1971/8/14,13.08,0,9.3,0,14.2,0,11.6,11.6
1971/8/15,5.63,0,0,0,17.4,0,8,5.1
1971/8/16,4.5,0,0,0,17.6,0,6.7,2.5
1971/8/17,4.21,0,0,0,17.5,0,6.5,2.1
1971/8/18,9.42,0,0,0,17.5,0,8.5,4.1
1971/8/19,5.96,0,0,0,18,0,12.7,8
1971/8/20,7.08,0,0,0,22,0,10.8,7
1971/8/21,4.71,0,0,0,21.5,0,10.7,5.6
1971/8/22,5.41,0,0,0,17.2,0,11.4,7.5
1971/8/23,3.5,0,0.2,0,16,0,14.3,14.6
1971/8/24,1.46,0,0,0,18.4,0,13.9,13.4
1971/8/25,2.79,0,0,0,18.4,0,12.5,12.9
1971/8/26,6.46,0,0.5,0,19.2,0,10.2,5
1971/8/27,11.29,4,0,0,19,0,8.7,6.4
1971/8/28,10.79,0,8.8,0,19.1,0,14,14
1971/8/29,11.04,0,0.2,0,18.9,0,14.6,14
1971/8/30,11.58,0,4.4,0,17.8,0,11.2,9.4
1971/8/31,14.67,4,0,0,20.4,0,13,11.2
1971/9/1,13.25,4,0,0,18.8,0,13.4,11.2
1971/9/2,12.04,0,2.8,0,20,0,9.1,NA
1971/9/3,2.83,0,3.9,0,15.2,0,12.7,11.8
1971/9/4,4.63,4,0,0,19,0,11.4,9.5
1971/9/5,5.04,0,0,0,18.4,0,4.2,3
1971/9/6,6.83,0,0,0,22.4,0,6.4,6.5
1971/9/7,6.71,0,0,0,20.5,0,10.6,5.6
1971/9/8,5.46,0,0,0,20.7,0,11.5,6.6
1971/9/9,6.08,0,0,0,20.6,0,9.5,4.1
1971/9/10,8.96,0,0,0,17.8,0,14,11.5
1971/9/11,8.21,0,0,0,17,0,14.3,12.5
1971/9/12,1.67,0,0,0,18.5,0,7,4
1971/9/13,2.54,0,0,0,21.5,0,10.4,6.8
1971/9/14,4.25,0,0,0,20.9,0,10.4,8
1971/9/15,3.92,0,0,0,21.4,0,14.3,12
1971/9/16,3.67,0,0,0,20,0,9.6,5.5
1971/9/17,7.33,0,0,0,19.3,0,15,12.3
1971/9/18,1.58,0,0,0,19,0,8.6,4.6
1971/9/19,6.96,0,0,0,18.7,0,8,2.7
1971/9/20,5.13,0,0,0,19.8,0,11.8,8.4
1971/9/21,2.83,0,0,0,20.4,0,14.5,13.8
1971/9/22,2,4,0,0,19.4,0,10,5.2
1971/9/23,6,4,0,0,17.3,0,12.4,11
1971/9/24,6.17,0,0.1,0,14.6,0,10.9,9
1971/9/25,6.54,0,3.1,0,15.7,0,5.6,1
1971/9/26,8.71,0,9.7,0,17.8,0,10,8.6
1971/9/27,8.38,0,0,0,16.6,0,7,4.5
1971/9/28,4.17,0,5.7,0,16.7,0,5,2.5
1971/9/29,10.79,0,0.2,0,19.4,0,7.5,NA
1971/9/30,7.41,0,0,0,22.7,0,15.2,13.9
1971/10/1,5.71,0,0,0,22,0,12.9,9
1971/10/2,4.79,0,0.9,0,19,0,13.6,9.5
1971/10/3,2.92,0,0,0,19,0,12,8
1971/10/4,5.17,0,0,0,17.1,0,12.4,9.5
1971/10/5,7.04,0,0,0,18.3,0,14.4,11.4
1971/10/6,10.79,0,0.1,0,20.4,0,11.9,8.4
1971/10/7,8.67,0,2,0,20.1,0,16,14.5
1971/10/8,9.75,0,0.5,0,16.4,0,13,11
1971/10/9,9.92,0,0,0,17.1,0,12,10.6
1971/10/10,16.92,0,5.3,0,19,0,12.5,10.5
1971/10/11,8.33,4,0,0,18.6,0,13,12
1971/10/12,7.33,0,2.1,0,11.3,0,8,5
1971/10/13,12.46,0,2.2,0,9.8,0,7.8,5.5
1971/10/14,6.38,0,0.1,0,13.4,0,2.3,-2.5
1971/10/15,11.92,0,0.1,0,14.7,0,3.7,NA
1971/10/16,6.42,0,2.1,0,16.8,0,10.5,7.2
1971/10/17,17,0,5.3,0,14.2,0,10.3,5.1
1971/10/18,16.62,0,12.4,0,14.7,0,9.6,7.1
1971/10/19,17.08,0,0.1,0,13.7,0,9.6,7.9
1971/10/20,14.21,0,0.1,0,14.9,0,7.8,4.8
1971/10/21,16.79,0,0,0,17.2,0,7,2.5
1971/10/22,14.46,0,0,0,21.8,0,14.8,12.6
1971/10/23,6.71,0,0.1,0,18,0,9.5,4
1971/10/24,8.04,0,0,0,14.4,0,8,4
1971/10/25,7.12,0,0,0,13.4,0,1.4,-2.8
1971/10/26,10.46,0,0,0,13.5,0,4.5,NA
1971/10/27,10.67,0,0,0,12.1,0,10.5,6.6
1971/10/28,13.75,0,0.2,0,13.9,0,8.8,2.5
1971/10/29,7.92,0,0,0,14.2,0,8.9,5
1971/10/30,10.71,0,1.4,0,14.3,0,9,2.5
